lga_code_2016,avg_year_completeld
51080,10.742268041237113
51400,11.034808646018528
51470,10.67674418604651
51540,10.605583392984968
51610,10.85934065934066
51680,10.865956253505328
52100,10.774703557312254
52870,10.77984496124031
52940,10.802547770700636
53570,10.736812570145904
51750,11.684045136409084
51820,11.14330756996568
51890,10.552703627652292
52170,11.69971724787936
52240,10.758716875871688
52310,10.701851851851853
52800,10.732802439850898
52380,10.778210116731518
52450,10.856216216216216
52520,10.873855544252288
52590,10.698814229249011
52660,10.841667578509684
52730,11.095525389643036
53010,10.98494623655914
53080,10.659552845528456
53150,11.494598765432098
53220,11.050468575358954
53290,10.82971377658982
53360,10.849614053766302
53430,11.272941509167177
53640,10.92079207920792
54280,10.948392684293648
54310,11.100414615185281
53800,10.794201183431953
53920,10.399706457925635
53990,10.848400802549275
53710,10.655375552282768
53780,11.081085505603829
54060,10.645039607695209
54130,11.039348710990502
54170,11.3127029331205
54200,11.090844910617482
54760,10.90857142857143
54830,11.040264665536997
54900,10.961904761904762
56620,9.475706214689266
54340,10.60453808752026
54410,10.48395061728395
54480,11.008955223880598
54550,10.920273348519363
55320,11.396392847596404
54620,10.790488431876607
54690,10.797833935018051
54970,10.944112859468259
56730,10.700479008171316
55040,11.029411764705882
55110,10.83129956186407
55180,10.750643086816721
55250,10.882246376811594
55950,10.702127659574469
55530,10.785714285714286
55390,10.950495049504951
55460,10.817822651448639
56090,11.067450980392158
56790,10.649707061362935
55600,10.841783750763591
57980,11.694092682592922
58050,11.077290108625766
55670,10.836327345309382
55810,10.640732265446225
56860,10.808641975308642
55880,10.95054945054945
58190,10.866141732283465
58260,10.85609756097561
55740,11.646632996632997
56300,10.848390446521288
57080,11.641155574130185
57140,10.498013245033112
56160,10.787610619469026
56230,10.685200035641094
56370,10.82258064516129
56580,11.670873723245071
57210,10.802425317953269
56460,10.746753246753247
56930,11.74952380952381
57280,11.067184686818914
57350,10.596317280453258
57420,10.825757575757576
57490,11.0072175089143
65010,10.394444444444444
57630,10.432
57700,10.985560394224157
57770,10.651370679380214
57840,11.526254601821352
57910,11.294253518117975
57000,10.936054421768707
65210,10.521580547112462
65410,10.403094292285177
65610,10.446204620462046
65810,10.773995785171467
70200,11.043417853421326
99399,10.960771907624169
60410,10.526478582810011
58330,10.769689363037338
58680,10.880952380952381
58760,11.171186054460522
58820,10.581723625557206
58400,10.439655172413794
58890,10.778175313059034
59320,10.956834532374101
59330,10.591549295774648
58470,10.705627705627705
58510,11.426758893280633
59340,10.889441357121965
58540,10.82126348228043
59350,11.112396694214876
60610,10.479066940202113
58570,11.50028411397029
58610,10.629232039636664
59030,10.933333333333334
74560,11.014450867052023
72800,11.127848101265823
73600,10.157222974279636
74050,10.479518072289157
74550,10.245744680851065
74660,10.525644055778775
59100,10.852156057494867
74680,9.77152899824253
79399,11.091171477079797
59170,10.993930197268588
59250,10.896190476190476
89399,11.505109422407012
59310,10.855799373040753
59360,10.712962962962964
59370,10.788957055214723
60210,10.455310438935637
60810,10.413209826822392
61010,10.373516552154904
61210,10.321048632218845
61410,10.90279216742644
61510,10.418356923974901
61610,10.460002349348056
61810,10.299735333039258
62010,10.727672035139092
62210,10.40764331210191
62410,10.56749226006192
62610,10.63913807163917
62810,11.440682766077957
63010,10.754418359271959
63210,10.480496054114994
63410,10.637852593266606
63610,11.135028407946166
63810,10.442505947660587
64010,10.762925103204246
64210,10.582122575411166
64610,10.489092347688482
64810,10.647727272727273
70700,10.57117278424351
71000,11.266206467016142
71300,10.022126493048757
72200,10.832037799115989
72300,10.900646712070051
70420,10.066795532646049
70540,9.190082644628099
70620,9.609664024160061
72330,9.875291375291376
