lga_code_2016,avg_age_voters
55040,43.057973882073604
55110,52.3896434343087
55180,52.711407450355125
55250,44.71065989847716
55950,51.0110294117647
55530,53.30212765957447
55390,44.34511189634865
55460,48.24132364810331
56090,50.20207420079119
56790,57.20395936441782
55600,50.418963616317534
57980,46.9043438380397
58050,45.95224493725729
55670,51.587078651685395
55810,51.04568965517242
56860,52.30277777777778
55880,49.288366336633665
58190,48.25342465753425
58260,50.38426966292135
55740,50.18063561302384
56300,55.454963235294116
57080,42.34978504945949
57140,55.24481566820276
56160,47.83474576271186
56230,52.57603049597855
56370,52.19660194174757
56580,51.70140845070423
57210,53.30060304142632
56460,51.43088194636439
56930,51.03000923361034
57280,43.20331267691837
57350,54.52141057934509
57420,50.57927631578947
57490,46.97115508083815
65010,51.85821234119782
57630,50.94827586206897
57700,45.31010462555066
57770,56.78501037344398
57840,47.54247323373317
57910,47.723355448457156
57000,45.9755529685681
65210,56.44680293501048
65410,52.87194823021865
65610,50.25096928124068
65810,52.44192317014057
70200,47.15764276195647
99399,50.25423318819545
60410,47.292964244521336
58330,54.973116733755035
58680,53.781065088757394
58760,45.5114307016167
58820,53.004349280695884
58400,51.59464285714286
58890,52.8911620294599
59320,47.56206896551724
59330,55.970379146919434
58470,49.18589743589744
58510,45.12465467167245
59340,48.351547929876915
58540,51.26628895184136
59350,45.105510752688176
60610,50.50754349238432
58570,44.44006367540352
58610,54.36300366300366
59030,48.67580645161291
74560,52.42638888888889
72800,42.14362629697445
73600,47.34738646101114
74050,42.36231038506418
74550,45.204508196721314
74660,43.408338203779465
59100,52.62172284644195
74680,39.09192348565356
79399,46.929388073275305
59170,50.57832167832168
59250,42.375
89399,46.100839740995546
59310,51.44664031620553
59360,47.19346130773845
59370,55.86054913294798
60210,56.41487361604345
60810,53.05968957588145
61010,53.878082959641254
61210,50.04382540809085
61410,51.326542692250776
61510,51.51169749727965
61610,51.759459909985
61810,53.610497237569064
62010,54.099598930481285
62210,52.65464952801767
62410,56.33485603543743
62610,49.84134939476538
62810,48.03302219305282
63010,52.566153846153846
63210,52.24645352530172
63410,52.43516209476309
63610,51.12820212433615
63810,53.47278401997503
64010,49.28151639344262
64210,52.14314799213704
64610,52.41929277171087
64810,50.89242627345845
70700,52.20926058865757
71000,45.750352429514095
71300,40.36230964467005
72200,47.68077972266424
72300,46.730645985231966
70420,45.64782608695652
70540,38.43859649122807
70620,42.443719972546326
72330,42.54614297253635
